x,y,z
0.295,0.1,14.34943672
0.425,0.1,16.3362818
0.545,0.1,13.54191781
0.675,0.1,17.74458195
0.295,0.2,11.77731944
0.425,0.2,12.07464307
0.545,0.2,12.25221135
0.675,0.2,12.25221135
0.295,0.3,12.66895323
0.425,0.3,11.32401352
0.545,0.3,14.90685714
0.675,0.3,14.10860701
0.295,0.4,18.67003634
0.425,0.4,16.98113503
0.545,0.4,16.96460033
0.675,0.4,17.84093933
